Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision,commonname,taggingdate,seriesname,tagging_length_cm,eventid
2019-09-03T14:02:03Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:05:26Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:06:53Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:08:11Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:10:38Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:14:21Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:16:32Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:17:49Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:18:48Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:20:10Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:21:20Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:22:03Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:24:05Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:24:49Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:26:51Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:28:32Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:29:49Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:30:46Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:32:04Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:33:07Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:34:37Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:36:02Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:37:17Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:38:11Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:39:24Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:40:15Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:41:23Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:42:03Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:42:48Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:43:43Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:44:59Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:45:54Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:47:10Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:49:22Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:50:20Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:52:48Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:54:07Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:54:54Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:55:53Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:57:14Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T14:58:22Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:00:49Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:04:47Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:09:14Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:12:29Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:14:59Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:16:20Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:18:06Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:18:48Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:19:38Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:20:42Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-03T15:22:14Z,VR2W-110867,A69-9001-12141,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:20:35Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:21:38Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:23:08Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:24:33Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:26:44Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:28:00Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:30:17Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:31:22Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:32:56Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:34:29Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:37:28Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:38:48Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:50:57Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:52:18Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:53:26Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-05T17:54:05Z,VR2W-134130,A69-9001-12141,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-09-16T18:50:30Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T18:51:52Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T18:53:02Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T18:54:38Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T18:56:32Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T18:59:29Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-09-16T19:01:52Z,VR2W-134130,A69-9001-12060,NA,NA,NA,NA,WCO_Anacapa South,34.01028,-119.36802,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-06T05:27:09Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:28:24Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:29:06Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:29:53Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:30:53Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:32:18Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:33:32Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:37:32Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:39:05Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-06T05:40:36Z,VR2W-110768,A69-9001-12141,NA,NA,NA,NA,WCO_Trailers,34.05095,-119.91005,NA,NA,White Shark,11/07/2017,Ano Nuevo 2017,335,191706100
2019-10-13T01:16:09Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:17:06Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:18:24Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:19:24Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:20:51Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:22:09Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:23:10Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-10-13T01:24:36Z,VR2W-103954,A69-9001-12060,NA,NA,NA,NA,WCO_Smugglers,34.01188,-119.53817,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-11-06T04:46:44Z,VR2W-110867,A69-9001-12060,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-11-06T04:47:41Z,VR2W-110867,A69-9001-12060,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-11-06T04:49:00Z,VR2W-110867,A69-9001-12060,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-11-06T04:50:04Z,VR2W-110867,A69-9001-12060,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2019-11-06T04:51:37Z,VR2W-110867,A69-9001-12060,NA,NA,NA,NA,WCO_Winfield Scott,34.00868,-119.39558,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2020-02-07T01:49:29Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T01:52:11Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T01:54:32Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T01:56:10Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T01:58:22Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T01:59:45Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-02-07T02:01:25Z,VR2W-108716,A69-1602-58598,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,White Shark,11/11/2019,Ano Nuevo 2019,366,191901600
2020-03-16T02:24:32Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-03-17T04:13:08Z,VR2W-110864,A69-9001-12060,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2020-03-17T04:14:25Z,VR2W-110864,A69-9001-12060,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2020-03-17T04:15:09Z,VR2W-110864,A69-9001-12060,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,White Shark,12/18/2017,Ano Nuevo 2017,335,191707600
2020-04-02T07:28:14Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T07:29:30Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T07:31:48Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:21:59Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:23:01Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:25:52Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:27:47Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:28:41Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-02T17:30:48Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-03T07:44:47Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-03T07:45:47Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-03T07:47:14Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T06:10:48Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T06:14:59Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T06:16:13Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T11:21:26Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T11:22:24Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T11:23:46Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T11:24:55Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-04T11:26:26Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-05T03:46:15Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-05T16:18:35Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-05T16:19:38Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-06T07:24:30Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-06T07:25:53Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
2020-04-06T07:28:41Z,VR2W-110860,A69-9001-12153,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,White Shark,01/29/2018,Ano Nuevo 2017,274,191708300
