Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision,Species,Tagging_Date,Tagging_Region,Sex,FL,TL,Code_Space,V16_ID,V16_SN
2019-08-07T14:21:31Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:24:08Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:28:52Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:37:36Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:39:42Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:44:09Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:45:48Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T14:55:51Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:01:10Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:03:03Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:07:17Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:11:41Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:14:18Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:16:47Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:18:59Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:24:52Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-08-07T15:26:49Z,VR2W-133753,A69-9001-13354,NA,NA,NA,NA,WCO_Carrington Point,34.02515,-120.0829,NA,NA,Galeorhinus galeus,2019-07-02T00:00:00Z,NCI,F,91,114,A69-9001,13354,1273161
2019-09-10T17:10:56Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T17:13:47Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T17:15:13Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T17:21:40Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T18:33:12Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T18:43:36Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T18:48:24Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T18:53:47Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:17:40Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:23:43Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:25:30Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:27:40Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:29:15Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:31:00Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:33:04Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:35:46Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:38:25Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:49:08Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:51:16Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T19:52:46Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T20:07:01Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T21:03:02Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T21:04:48Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-10T21:10:02Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-12T20:13:02Z,VR2W-132476,A69-9001-8559,NA,NA,NA,NA,WCO_Johnson's Lee,33.8958,-120.12787,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-14T13:00:42Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-18T08:28:44Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-18T08:33:28Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-18T20:00:13Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-18T20:08:22Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-19T07:33:17Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-19T07:36:08Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-19T18:31:38Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-19T18:41:38Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-19T18:45:55Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-19T18:47:55Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-19T18:52:53Z,VR2W-123480,A69-9001-13353,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,126,A69-9001,13353,1273160
2019-09-22T02:50:55Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-28T03:17:08Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-28T12:15:13Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-29T02:28:00Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-29T02:32:32Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-29T02:36:30Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-29T02:43:18Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-09-30T22:23:04Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-11T04:49:43Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-11T04:53:34Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-11T04:56:11Z,VR2W-130873,A69-9001-8559,NA,NA,NA,NA,WCO_MorsePoint,33.96657,-119.85468,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-13T20:49:48Z,VR2W-108716,A69-9001-8556,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,M,91,106,A69-9001,8556,1301932
2019-10-13T21:05:11Z,VR2W-108716,A69-9001-8556,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,M,91,106,A69-9001,8556,1301932
2019-10-13T21:12:10Z,VR2W-108716,A69-9001-8556,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,M,91,106,A69-9001,8556,1301932
2019-10-13T21:15:13Z,VR2W-108716,A69-9001-8556,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,M,91,106,A69-9001,8556,1301932
2019-10-15T04:07:40Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-15T10:02:05Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-15T21:59:31Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:01:12Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:05:40Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:07:54Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:09:38Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:14:18Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:16:49Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-15T22:19:06Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T00:01:17Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T00:27:07Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T17:41:48Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T19:30:49Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T19:45:21Z,VR2W-108716,A69-9001-13343,NA,NA,NA,NA,WCO_Cuyler,34.05695,-120.34552,NA,NA,Galeorhinus galeus,2019-07-03T00:00:00Z,NCI,F,108,123,A69-9001,13343,1273150
2019-10-16T20:43:49Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T20:47:45Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T20:50:31Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T20:54:21Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T20:56:57Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:08:00Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:13:22Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:17:39Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:21:06Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:22:57Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:27:02Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:32:52Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:46:25Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T21:58:10Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T22:17:32Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T22:28:14Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T22:53:46Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:05:41Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:07:34Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:11:48Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:27:11Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:35:36Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-16T23:58:57Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:02:34Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:04:43Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:07:16Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:10:36Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:15:31Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:20:16Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:24:41Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:30:51Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
2019-10-17T00:33:55Z,VR2W-110861,A69-9001-8559,NA,NA,NA,NA,WCO_Valley,33.97822,-119.66998,NA,NA,Galeorhinus galeus,2019-07-04T00:00:00Z,NCI,F,135,154,A69-9001,8559,1301935
