Date.and.Time..UTC.,Receiver,Transmitter,Transmitter.Name,Transmitter.Serial,Sensor.Value,Sensor.Unit,Station.Name,Latitude,Longitude,Local_Time,Date,Month,Year,Hour,Season,Island,First_Detection,Last_Detection,animal_short_name,Transmitter_SN,tag_family,when_encountered,capture_method,tag_lat,tag_lon,tag_location,sex,TNL_cm,est_tag_expiry_date,Owner,standard_length_cm,disk_length,SciName
2021-09-22T19:22:29Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:22:29Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:23:47Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:23:47Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:25:00Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:25:00Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:26:03Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:26:03Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:26:45Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:26:45Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:27:29Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:27:29Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:31:32Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:31:32Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:32:46Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:32:46Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:33:52Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:33:52Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:34:39Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:34:39Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T19:36:35Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T19:36:35Z,2021-09-22,9,2021,12,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:10:13Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:10:13Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:16:06Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:16:06Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:17:26Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:17:26Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:18:43Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:18:43Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:19:55Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:19:55Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:20:57Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:20:57Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:28:52Z,VR2W-133756,A69-1602-41969,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:28:52Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2022-11-03,21-bat_ray-03,1362759,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,M,NA,8/29/2022,Chris Lowe,61,86,Myliobatis californica
2021-09-22T20:29:43Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:29:43Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:30:32Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:30:32Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:31:29Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:31:29Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:33:33Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:33:33Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:35:34Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:35:34Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:37:59Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:37:59Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T20:48:48Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T20:48:48Z,2021-09-22,9,2021,13,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:48:06Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:48:06Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:49:17Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:49:17Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:50:15Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:50:15Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:51:29Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:51:29Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:52:34Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:52:34Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:53:20Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:53:20Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:54:09Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:54:09Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:55:05Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:55:05Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:56:13Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:56:13Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:57:06Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:57:06Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-22T22:58:09Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-22T22:58:09Z,2021-09-22,9,2021,15,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-23T13:24:11Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T13:24:11Z,2021-09-23,9,2021,6,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-23T13:24:55Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T13:24:55Z,2021-09-23,9,2021,6,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-23T13:25:39Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T13:25:39Z,2021-09-23,9,2021,6,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-23T15:42:27Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T15:42:27Z,2021-09-23,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-23T15:45:04Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T15:45:04Z,2021-09-23,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-23T15:46:16Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T15:46:16Z,2021-09-23,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-23T15:47:16Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T15:47:16Z,2021-09-23,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-23T15:48:34Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-23T15:48:34Z,2021-09-23,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-24T03:35:35Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:35:35Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:38:51Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:38:51Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:40:10Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:40:10Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:41:25Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:41:25Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:42:33Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:42:33Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:43:26Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:43:26Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:44:28Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:44:28Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:45:48Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:45:48Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:47:06Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:47:06Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:48:20Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:48:20Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:49:24Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:49:24Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:50:09Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:50:09Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:50:55Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:50:55Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:51:45Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:51:45Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:52:41Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:52:41Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-24T03:54:46Z,VR2W-133756,A69-1602-41967,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-24T03:54:46Z,2021-09-24,9,2021,20,Fall,Mainland,2021-09-21,2021-09-24,21-bat_ray-02,1362757,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,86,115,Myliobatis californica
2021-09-26T15:04:45Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-26T15:04:45Z,2021-09-26,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-26T15:22:37Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-26T15:22:37Z,2021-09-26,9,2021,8,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-26T22:16:55Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-26T22:16:55Z,2021-09-26,9,2021,15,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-29T14:26:27Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-29T14:26:27Z,2021-09-29,9,2021,7,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-29T14:27:17Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-29T14:27:17Z,2021-09-29,9,2021,7,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
2021-09-29T14:28:15Z,VR2W-133756,A69-1602-41963,NA,NA,NA,NA,WCO_Carpinteria,34.39015,-119.5399,2021-09-29T14:28:15Z,2021-09-29,9,2021,7,Fall,Mainland,2021-09-21,2021-11-03,21-bat_ray-01,1362753,V13-1x-BLU-3,2021-09-21,NA,34.392918,-119.540398,Santa Barbara,F,NA,8/29/2022,Chris Lowe,65,96,Myliobatis californica
